1/11/16 20:43
Estadísticas del proyecto

                  	Segmentos	Palabras	Caracteres (sin espacios)	Caracteres (incluyendo espacios)	#Files	
Total:            	    22764	  179723	                   907978	                         1069986	   267	
Pendientes:       	    19888	  170483	                   858911	                         1014460	   250	
Únicos:           	    18710	  169037	                   853104	                         1007491	   267	
Pendientes únicos:	    17957	  163652	                   824620	                          974754	   250	


Estadísticas por archivo individual:

Nombre de archivo                            	Total segmentos	Segmentos pendientes	Segmentos únicos	Segmentos únicos pendientes	Palabras en total	Palabras pendientes	Palabras únicas	Palabras únicas pendientes	Caracteres en total (sin espacios)	Caracteres pendientes (sin espacios)	Caracteres únicos (sin espacios)	Caracteres únicos pendientes (sin espacios)	Caracteres en total (incluyendo espacios)	Caracteres pendientes (incluyendo espacios)	Caracteres únicos (incluyendo espacios)	Caracteres únicos pendientes (incluyendo espacios)	
Type/Range.pod                               	             69	                  65	              58	                         58	              618	                611	            581	                       581	                              3020	                                2990	                            2821	                                       2821	                                     3573	                                       3540	                                   3350	                                              3350	
Type/Rat.pod                                 	             21	                  18	              18	                         18	              155	                151	            151	                       151	                               862	                                 845	                             845	                                        845	                                      999	                                        980	                                    980	                                               980	
Type/Rational.pod                            	             37	                  34	              33	                         33	              257	                251	            248	                       248	                              1445	                                1418	                            1403	                                       1403	                                     1713	                                       1683	                                   1666	                                              1666	
Type/Real.pod                                	             47	                  44	              42	                         42	              342	                336	            330	                       330	                              1591	                                1562	                            1531	                                       1531	                                     1872	                                       1840	                                   1805	                                              1805	
Type/Regex.pod                               	             40	                  34	              32	                         32	              286	                279	            273	                       273	                              1387	                                1351	                            1316	                                       1316	                                     1726	                                       1686	                                   1647	                                              1647	
Type/Routine.pod                             	            115	                 102	              92	                         92	              951	                935	            896	                       896	                              4884	                                4796	                            4621	                                       4621	                                     5659	                                       5563	                                   5363	                                              5363	
Type/Scalar.pod                              	             52	                  50	              45	                         45	              554	                550	            536	                       536	                              2677	                                2661	                            2624	                                       2624	                                     3275	                                       3257	                                   3206	                                              3206	
Type/Scheduler.pod                           	             23	                  18	              18	                         18	              221	                205	            205	                       205	                              1160	                                1070	                            1070	                                       1070	                                     1329	                                       1227	                                   1227	                                              1227	
Type/Semaphore.pod                           	             46	                  39	              38	                         38	              295	                289	            286	                       286	                              1685	                                1652	                            1637	                                       1637	                                     1936	                                       1900	                                   1883	                                              1883	
Type/Seq.pod                                 	             47	                  42	              36	                         36	              525	                518	            474	                       474	                              2572	                                2540	                            2317	                                       2317	                                     2975	                                       2940	                                   2687	                                              2687	
Type/Set.pod                                 	             42	                  39	              33	                         32	              493	                487	            440	                       438	                              2381	                                2353	                            2099	                                       2087	                                     2825	                                       2795	                                   2503	                                              2491	
Type/SetHash.pod                             	             36	                  33	              22	                         22	              453	                447	            354	                       354	                              2270	                                2243	                            1726	                                       1726	                                     2692	                                       2662	                                   2046	                                              2046	
Type/Setty.pod                               	             45	                  42	              29	                         29	              423	                417	            361	                       361	                              1977	                                1948	                            1652	                                       1652	                                     2317	                                       2285	                                   1950	                                              1950	
Type/Signature.pod                           	            229	                 216	             209	                        209	             2391	               2382	           2353	                      2353	                             11956	                               11907	                           11782	                                      11782	                                    14361	                                      14308	                                  14165	                                             14165	
Type/Slip.pod                                	             35	                  31	              30	                         30	              393	                387	            385	                       385	                              1662	                                1632	                            1617	                                       1617	                                     2054	                                       2021	                                   2005	                                              2005	
Type/Stash.pod                               	             22	                  19	              19	                         19	              208	                204	            204	                       204	                              1019	                                1002	                            1002	                                       1002	                                     1231	                                       1212	                                   1212	                                              1212	
Type/Str.pod                                 	            505	                 481	             409	                        409	             3976	               3942	           3660	                      3660	                             20537	                               20313	                           18834	                                      18834	                                    24293	                                      24058	                                  22305	                                             22305	
Type/Stringy.pod                             	              6	                   0	               4	                          0	               37	                  0	             33	                         0	                               166	                                   0	                             150	                                          0	                                      199	                                          0	                                    181	                                                 0	
Type/Sub.pod                                 	             10	                   8	               8	                          8	               40	                 36	             36	                        36	                               175	                                 159	                             159	                                        159	                                      224	                                        206	                                    206	                                               206	
Type/Submethod.pod                           	             20	                  14	              14	                         14	              129	                121	            121	                       121	                               738	                                 695	                             695	                                        695	                                      847	                                        800	                                    800	                                               800	
Type/Supplier.pod                            	             44	                  37	              32	                         32	              278	                263	            251	                       251	                              1409	                                1299	                            1225	                                       1225	                                     1618	                                       1495	                                   1415	                                              1415	
Type/Supply.pod                              	            337	                 319	             299	                        295	             3305	               3274	           3168	                      3163	                             16681	                               16514	                           15932	                                      15918	                                    19678	                                      19492	                                  18822	                                             18807	
Type/Tap.pod                                 	             36	                  30	              26	                         26	              166	                158	            146	                       146	                               839	                                 794	                             729	                                        729	                                      978	                                        929	                                    856	                                               856	
Type/Thread.pod                              	             45	                  41	              39	                         39	              339	                333	            327	                       327	                              1802	                                1771	                            1739	                                       1739	                                     2056	                                       2022	                                   1986	                                              1986	
Type/ThreadPoolScheduler.pod                 	             11	                   8	               8	                          8	               89	                 83	             83	                        83	                               502	                                 473	                             473	                                        473	                                      576	                                        544	                                    544	                                               544	
Type/Uni.pod                                 	             32	                  28	              21	                         21	              254	                242	            216	                       216	                              1325	                                1262	                            1126	                                       1126	                                     1501	                                       1431	                                   1276	                                              1276	
Type/Variable.pod                            	             38	                  33	              27	                         27	              230	                224	            207	                       207	                              1162	                                1139	                            1063	                                       1063	                                     1366	                                       1340	                                   1248	                                              1248	
Type/Version.pod                             	             32	                  29	              27	                         27	              262	                256	            250	                       250	                              1344	                                1315	                            1283	                                       1283	                                     1576	                                       1544	                                   1508	                                              1508	
Type/Whatever.pod                            	             58	                  55	              52	                         52	              460	                454	            447	                       447	                              2426	                                2397	                            2358	                                       2358	                                     3075	                                       3043	                                   3000	                                              3000	
Type/WhateverCode.pod                        	             38	                  31	              31	                         31	              264	                260	            260	                       260	                              1354	                                1333	                            1333	                                       1333	                                     1578	                                       1555	                                   1555	                                              1555	
Type/X/AdHoc.pod                             	             21	                  16	              16	                         16	              181	                174	            174	                       174	                               899	                                 865	                             865	                                        865	                                     1050	                                       1012	                                   1012	                                              1012	
Type/X/Anon/Augment.pod                      	             17	                  13	              11	                         11	               73	                 65	             62	                        62	                               426	                                 387	                             358	                                        358	                                      480	                                        437	                                    407	                                               407	
Type/X/Anon/Multi.pod                        	             18	                  14	              12	                         12	              103	                 95	             92	                        92	                               564	                                 525	                             505	                                        505	                                      641	                                        598	                                    577	                                               577	
Type/X/Assignment/RO.pod                     	             13	                  10	               9	                          9	               71	                 65	             63	                        63	                               373	                                 344	                             336	                                        336	                                      426	                                        394	                                    385	                                               385	
Type/X/Attribute/NoPackage.pod               	             15	                  11	               6	                          6	               85	                 77	             64	                        64	                               436	                                 397	                             330	                                        330	                                      501	                                        458	                                    384	                                               384	
Type/X/Attribute/Package.pod                 	             18	                  14	               9	                          9	              106	                 98	             84	                        84	                               598	                                 559	                             475	                                        475	                                      682	                                        639	                                    547	                                               547	
Type/X/Attribute/Undeclared.pod              	             15	                  12	              11	                         11	               93	                 87	             84	                        84	                               516	                                 487	                             463	                                        463	                                      591	                                        559	                                    533	                                               533	
Type/X/Augment/NoSuchType.pod                	             18	                  14	               8	                          8	               94	                 86	             70	                        70	                               515	                                 476	                             364	                                        364	                                      589	                                        546	                                    425	                                               425	
Type/X/Bind.pod                              	              9	                   7	               7	                          7	               52	                 48	             48	                        48	                               240	                                 224	                             224	                                        224	                                      282	                                        264	                                    264	                                               264	
Type/X/Bind/NativeType.pod                   	             19	                  16	              12	                         12	              136	                130	            116	                       116	                               674	                                 645	                             580	                                        580	                                      786	                                        754	                                    680	                                               680	
Type/X/Bind/Slice.pod                        	             13	                  10	               9	                          9	              102	                 96	             93	                        93	                               450	                                 421	                             405	                                        405	                                      534	                                        502	                                    484	                                               484	
Type/X/Channel/ReceiveOnClosed.pod           	             13	                  10	              10	                         10	               79	                 73	             73	                        73	                               430	                                 401	                             401	                                        401	                                      493	                                        461	                                    461	                                               461	
Type/X/Channel/SendOnClosed.pod              	             13	                  10	               6	                          6	               80	                 74	             61	                        61	                               413	                                 384	                             306	                                        306	                                      475	                                        443	                                    357	                                               357	
Type/X/Comp.pod                              	             18	                  15	              14	                         14	              177	                171	            168	                       168	                               936	                                 907	                             891	                                        891	                                     1082	                                       1050	                                   1032	                                              1032	
Type/X/Composition/NotComposable.pod         	             21	                  17	              15	                         15	              158	                150	            147	                       147	                               773	                                 734	                             714	                                        714	                                      905	                                        862	                                    841	                                               841	
Type/X/Constructor/Positional.pod            	             11	                   8	               6	                          6	               52	                 46	             42	                        42	                               296	                                 270	                             254	                                        254	                                      335	                                        306	                                    286	                                               286	
Type/X/ControlFlow.pod                       	             17	                  13	              12	                         12	              101	                 93	             91	                        91	                               519	                                 480	                             472	                                        472	                                      597	                                        554	                                    545	                                               545	
Type/X/ControlFlow/Return.pod                	              9	                   7	               6	                          6	               46	                 42	             40	                        40	                               237	                                 221	                             213	                                        213	                                      270	                                        252	                                    243	                                               243	
Type/X/Declaration/Scope.pod                 	             18	                  14	              12	                         12	              107	                 99	             96	                        96	                               579	                                 540	                             520	                                        520	                                      661	                                        618	                                    597	                                               597	
Type/X/Declaration/Scope/Multi.pod           	             10	                   8	               7	                          7	               64	                 60	             59	                        59	                               361	                                 345	                             333	                                        333	                                      410	                                        392	                                    380	                                               380	
Type/X/Does/TypeObject.pod                   	             18	                  15	              14	                         14	              161	                155	            152	                       152	                               874	                                 845	                             829	                                        829	                                     1012	                                        980	                                    962	                                               962	
Type/X/Eval/NoSuchLang.pod                   	             14	                  10	               9	                          9	               77	                 69	             67	                        67	                               394	                                 355	                             347	                                        347	                                      452	                                        409	                                    400	                                               400	
Type/X/Export/NameClash.pod                  	             17	                  11	               9	                          9	               68	                 60	             57	                        57	                               356	                                 315	                             295	                                        295	                                      410	                                        365	                                    344	                                               344	
Type/X/Inheritance/NotComposed.pod           	             22	                  19	              19	                         19	              195	                189	            189	                       189	                              1035	                                1006	                            1006	                                       1006	                                     1254	                                       1222	                                   1222	                                              1222	
Type/X/Inheritance/Unsupported.pod           	             17	                  13	              11	                         11	               99	                 91	             88	                        88	                               501	                                 462	                             442	                                        442	                                      581	                                        538	                                    517	                                               517	
Type/X/IO.pod                                	              7	                   5	               5	                          5	               32	                 28	             28	                        28	                               146	                                 130	                             130	                                        130	                                      169	                                        151	                                    151	                                               151	
Type/X/IO/Chdir.pod                          	             11	                   7	               7	                          7	               68	                 59	             59	                        59	                               331	                                 286	                             286	                                        286	                                      382	                                        332	                                    332	                                               332	
Type/X/IO/Chmod.pod                          	              8	                   6	               5	                          5	               50	                 46	             41	                        41	                               238	                                 222	                             200	                                        200	                                      273	                                        255	                                    229	                                               229	
Type/X/IO/Copy.pod                           	             13	                  10	               7	                          7	               70	                 64	             53	                        53	                               352	                                 323	                             271	                                        271	                                      406	                                        374	                                    314	                                               314	
Type/X/IO/Cwd.pod                            	              8	                   6	               5	                          5	               52	                 48	             43	                        43	                               265	                                 249	                             227	                                        227	                                      306	                                        288	                                    262	                                               262	
Type/X/IO/Dir.pod                            	             11	                   7	               6	                          6	               70	                 61	             56	                        56	                               319	                                 274	                             252	                                        252	                                      373	                                        323	                                    297	                                               297	
Type/X/IO/Mkdir.pod                          	             13	                   9	               8	                          8	               81	                 72	             67	                        67	                               403	                                 358	                             336	                                        336	                                      462	                                        412	                                    386	                                               386	
Type/X/IO/Rename.pod                         	             13	                  10	               8	                          8	               75	                 69	             63	                        63	                               385	                                 356	                             326	                                        326	                                      443	                                        411	                                    377	                                               377	
Type/X/IO/Rmdir.pod                          	             11	                   7	               6	                          6	               61	                 52	             47	                        47	                               297	                                 252	                             230	                                        230	                                      340	                                        290	                                    264	                                               264	
Type/X/IO/Unlink.pod                         	             11	                   7	               6	                          6	               60	                 51	             46	                        46	                               296	                                 251	                             229	                                        229	                                      338	                                        288	                                    262	                                               262	
Type/X/Method/InvalidQualifier.pod           	             18	                  14	              12	                         12	              112	                104	             99	                        99	                               598	                                 559	                             531	                                        531	                                      682	                                        639	                                    608	                                               608	
Type/X/Method/NotFound.pod                   	             18	                  15	              12	                         12	              104	                 98	             87	                        87	                               519	                                 490	                             426	                                        426	                                      595	                                        563	                                    492	                                               492	
Type/X/Method/Private/Permission.pod         	             21	                  18	              13	                         13	              147	                141	            126	                       126	                               802	                                 773	                             692	                                        692	                                      915	                                        883	                                    793	                                               793	
Type/X/Method/Private/Unqualified.pod        	             14	                  10	               7	                          7	               88	                 80	             70	                        70	                               463	                                 424	                             372	                                        372	                                      528	                                        485	                                    427	                                               427	
Type/X/Mixin/NotComposable.pod               	             19	                  15	              13	                         13	              112	                104	            100	                       100	                               540	                                 501	                             485	                                        485	                                      628	                                        585	                                    565	                                               565	
Type/X/NoDispatcher.pod                      	             14	                  10	              10	                         10	               91	                 83	             83	                        83	                               475	                                 436	                             436	                                        436	                                      547	                                        504	                                    504	                                               504	
Type/X/Numeric/Real.pod                      	             20	                  16	              14	                         14	              127	                119	            114	                       114	                               597	                                 558	                             526	                                        526	                                      690	                                        647	                                    612	                                               612	
Type/X/NYI.pod                               	             15	                  11	              11	                         10	              112	                105	            101	                       100	                               553	                                 518	                             502	                                        496	                                      639	                                        601	                                    581	                                               575	
Type/X/Obsolete.pod                          	             21	                  17	              15	                         15	              110	                102	             99	                        99	                               561	                                 522	                             502	                                        502	                                      643	                                        600	                                    579	                                               579	
Type/X/OS.pod                                	             10	                   7	               7	                          7	               62	                 56	             56	                        56	                               332	                                 303	                             303	                                        303	                                      381	                                        349	                                    349	                                               349	
Type/X/OutOfRange.pod                        	             25	                  21	              20	                         20	              149	                141	            139	                       139	                               739	                                 700	                             692	                                        692	                                      852	                                        809	                                    800	                                               800	
Type/X/Package/Stubbed.pod                   	             18	                  12	              12	                         10	               84	                 74	             73	                        71	                               452	                                 411	                             393	                                        391	                                      531	                                        486	                                    467	                                               465	
Type/X/Parameter/Default.pod                 	             22	                  17	              16	                         16	              127	                119	            118	                       118	                               701	                                 656	                             644	                                        644	                                      802	                                        754	                                    742	                                               742	
Type/X/Parameter/MultipleTypeConstraints.pod 	             14	                   9	               8	                          8	               72	                 64	             61	                        61	                               421	                                 376	                             355	                                        355	                                      477	                                        429	                                    406	                                               406	
Type/X/Parameter/Placeholder.pod             	             18	                  13	              11	                         11	              117	                108	            104	                       104	                               669	                                 622	                             589	                                        589	                                      756	                                        705	                                    670	                                               670	
Type/X/Parameter/Twigil.pod                  	             17	                  12	               9	                          9	               92	                 84	             77	                        77	                               466	                                 421	                             370	                                        370	                                      537	                                        489	                                    434	                                               434	
Type/X/Parameter/WrongOrder.pod              	             17	                  12	              11	                         11	              121	                112	            109	                       109	                               705	                                 658	                             637	                                        637	                                      795	                                        744	                                    721	                                               721	
Type/X/Phaser/Multiple.pod                   	             14	                  11	               9	                          9	               78	                 72	             70	                        70	                               392	                                 363	                             343	                                        343	                                      452	                                        420	                                    400	                                               400	
Type/X/Phaser/PrePost.pod                    	             18	                  14	              12	                         12	              103	                 95	             90	                        90	                               503	                                 464	                             435	                                        435	                                      585	                                        542	                                    510	                                               510	
Type/X/Placeholder/Block.pod                 	             11	                   8	               7	                          7	               83	                 77	             72	                        72	                               436	                                 407	                             385	                                        385	                                      503	                                        471	                                    445	                                               445	
Type/X/Placeholder/Mainline.pod              	             14	                  11	              10	                         10	               94	                 89	             87	                        87	                               479	                                 455	                             450	                                        450	                                      561	                                        535	                                    529	                                               529	
Type/X/Pod.pod                               	              6	                   0	               4	                          0	               21	                  0	             17	                         0	                                98	                                   0	                              82	                                          0	                                      113	                                          0	                                     95	                                                 0	
Type/X/Proc/Async.pod                        	             10	                   7	               6	                          6	               54	                 48	             45	                        45	                               281	                                 252	                             236	                                        236	                                      315	                                        283	                                    265	                                               265	
Type/X/Proc/Async/AlreadyStarted.pod         	              9	                   7	               7	                          7	               73	                 69	             69	                        69	                               414	                                 398	                             398	                                        398	                                      463	                                        445	                                    445	                                               445	
Type/X/Proc/Async/CharsOrBytes.pod           	             15	                  12	              12	                         12	              142	                136	            136	                       136	                               720	                                 691	                             691	                                        691	                                      815	                                        783	                                    783	                                               783	
Type/X/Proc/Async/MustBeStarted.pod          	             13	                  10	               9	                          9	              131	                125	            122	                       122	                               705	                                 676	                             658	                                        658	                                      796	                                        764	                                    744	                                               744	
Type/X/Proc/Async/OpenForWriting.pod         	             13	                  10	               7	                          7	              119	                113	            104	                       104	                               623	                                 594	                             532	                                        532	                                      707	                                        675	                                    608	                                               608	
Type/X/Proc/Async/TapBeforeSpawn.pod         	             13	                  10	               7	                          7	              119	                113	            104	                       104	                               644	                                 615	                             553	                                        553	                                      728	                                        696	                                    629	                                               629	
Type/X/Promise/CauseOnlyValidOnBroken.pod    	             13	                  10	               9	                          9	               84	                 78	             75	                        75	                               449	                                 420	                             402	                                        402	                                      516	                                        484	                                    464	                                               464	
Type/X/Redeclaration.pod                     	             32	                  27	              21	                         21	              177	                169	            157	                       157	                               902	                                 867	                             794	                                        794	                                     1062	                                       1023	                                    941	                                               941	
Type/X/Role/Initialization.pod               	             15	                  11	              11	                         11	               94	                 86	             86	                        86	                               463	                                 424	                             424	                                        424	                                      538	                                        495	                                    495	                                               495	
Type/X/Sequence/Deduction.pod                	              6	                   0	               4	                          0	               46	                  0	             42	                         0	                               265	                                   0	                             249	                                          0	                                      302	                                          0	                                    284	                                                 0	
Type/X/Signature/NameClash.pod               	             15	                  11	               7	                          7	               84	                 76	             65	                        65	                               431	                                 392	                             332	                                        332	                                      495	                                        452	                                    386	                                               386	
Type/X/Signature/Placeholder.pod             	             15	                  11	               8	                          8	               85	                 77	             71	                        71	                               477	                                 438	                             395	                                        395	                                      541	                                        498	                                    452	                                               452	
Type/X/Str/Numeric.pod                       	             20	                  16	              13	                         13	              120	                112	            104	                       104	                               609	                                 570	                             526	                                        526	                                      703	                                        660	                                    611	                                               611	
Type/X/StubCode.pod                          	              9	                   6	               5	                          5	               56	                 50	             47	                        47	                               286	                                 257	                             238	                                        238	                                      332	                                        300	                                    279	                                               279	
Type/X/Syntax.pod                            	              6	                   0	               4	                          0	               30	                  0	             26	                         0	                               145	                                   0	                             129	                                          0	                                      168	                                          0	                                    150	                                                 0	
Type/X/Syntax/Augment/Role.pod               	             16	                  12	               9	                          9	               75	                 67	             62	                        62	                               419	                                 380	                             343	                                        343	                                      474	                                        431	                                    392	                                               392	
Type/X/Syntax/Augment/WithoutMonkeyTyping.pod	             12	                  10	               9	                          9	               85	                 81	             80	                        80	                               497	                                 481	                             469	                                        469	                                      562	                                        544	                                    532	                                               532	
Type/X/Syntax/Comment/Embedded.pod           	             11	                   8	               6	                          6	               54	                 48	             45	                        45	                               301	                                 275	                             255	                                        255	                                      340	                                        311	                                    290	                                               290	
Type/X/Syntax/Confused.pod                   	             11	                   8	               6	                          6	               44	                 38	             35	                        35	                               238	                                 212	                             192	                                        192	                                      268	                                        239	                                    218	                                               218	
Type/X/Syntax/InfixInTermPosition.pod        	             15	                  11	               9	                          9	               79	                 71	             68	                        68	                               427	                                 388	                             368	                                        368	                                      488	                                        445	                                    424	                                               424	
Type/X/Syntax/Malformed.pod                  	             16	                  12	              10	                         10	              104	                 97	             93	                        93	                               538	                                 501	                             473	                                        473	                                      615	                                        575	                                    545	                                               545	
Type/X/Syntax/Missing.pod                    	             16	                  12	               8	                          8	               95	                 87	             76	                        76	                               469	                                 430	                             370	                                        370	                                      542	                                        499	                                    433	                                               433	
Type/X/Syntax/NegatedPair.pod                	             11	                   8	               8	                          8	               89	                 83	             83	                        83	                               429	                                 400	                             400	                                        400	                                      499	                                        467	                                    467	                                               467	
Type/X/Syntax/NoSelf.pod                     	             15	                  12	              10	                         10	               96	                 90	             85	                        85	                               493	                                 464	                             435	                                        435	                                      564	                                        532	                                    500	                                               500	
Type/X/Syntax/Number/RadixOutOfRange.pod     	             10	                   7	               7	                          7	               66	                 60	             60	                        60	                               344	                                 315	                             315	                                        315	                                      393	                                        361	                                    361	                                               361	
Type/X/Syntax/P5.pod                         	             11	                   8	               6	                          6	               59	                 53	             50	                        50	                               252	                                 226	                             206	                                        206	                                      298	                                        269	                                    248	                                               248	
Type/X/Syntax/Regex/Adverb.pod               	             17	                  14	              13	                         13	              110	                104	            103	                       103	                               548	                                 519	                             507	                                        507	                                      623	                                        591	                                    579	                                               579	
Type/X/Syntax/Regex/SolitaryQuantifier.pod   	             11	                   8	               7	                          7	               59	                 53	             51	                        51	                               369	                                 343	                             335	                                        335	                                      414	                                        385	                                    376	                                               376	
Type/X/Syntax/Reserved.pod                   	             18	                  14	              12	                         12	               93	                 85	             82	                        82	                               502	                                 463	                             443	                                        443	                                      573	                                        530	                                    509	                                               509	
Type/X/Syntax/Self/WithoutObject.pod         	             11	                   8	               5	                          5	               61	                 55	             48	                        48	                               327	                                 301	                             264	                                        264	                                      370	                                        341	                                    300	                                               300	
Type/X/Syntax/Signature/InvocantMarker.pod   	             12	                   9	               7	                          7	               71	                 65	             62	                        62	                               388	                                 362	                             342	                                        342	                                      441	                                        412	                                    391	                                               391	
Type/X/Syntax/Term/MissingInitializer.pod    	             13	                  10	               8	                          8	               60	                 54	             51	                        51	                               362	                                 336	                             316	                                        316	                                      404	                                        375	                                    354	                                               354	
Type/X/Syntax/UnlessElse.pod                 	             10	                   7	               6	                          6	               58	                 52	             50	                        50	                               298	                                 272	                             264	                                        264	                                      345	                                        316	                                    307	                                               307	
Type/X/Syntax/Variable/Match.pod             	             11	                   8	               6	                          6	               51	                 45	             42	                        42	                               284	                                 258	                             238	                                        238	                                      320	                                        291	                                    270	                                               270	
Type/X/Syntax/Variable/Numeric.pod           	             15	                  11	               8	                          8	               73	                 65	             59	                        59	                               413	                                 374	                             338	                                        338	                                      464	                                        421	                                    382	                                               382	
Type/X/Syntax/Variable/Twigil.pod            	             19	                  15	              10	                         10	               92	                 84	             70	                        70	                               486	                                 447	                             367	                                        367	                                      552	                                        509	                                    421	                                               421	
Type/X/Temporal.pod                          	              6	                   0	               4	                          0	               34	                  0	             30	                         0	                               164	                                   0	                             148	                                          0	                                      190	                                          0	                                    172	                                                 0	
Type/X/Temporal/Truncation.pod               	             15	                  11	               9	                          9	               91	                 83	             78	                        78	                               532	                                 493	                             465	                                        465	                                      596	                                        553	                                    522	                                               522	
Type/X/TypeCheck.pod                         	             16	                  13	              11	                         11	               83	                 77	             72	                        72	                               451	                                 422	                             396	                                        396	                                      513	                                        481	                                    452	                                               452	
Type/X/TypeCheck/Assignment.pod              	             11	                   8	               7	                          7	               77	                 71	             69	                        69	                               393	                                 367	                             359	                                        359	                                      456	                                        427	                                    418	                                               418	
Type/X/TypeCheck/Binding.pod                 	             11	                   8	               7	                          7	               76	                 70	             68	                        68	                               372	                                 346	                             338	                                        338	                                      434	                                        405	                                    396	                                               396	
Type/X/TypeCheck/Return.pod                  	             11	                   8	               7	                          7	               53	                 47	             45	                        45	                               268	                                 242	                             234	                                        234	                                      309	                                        280	                                    271	                                               271	
Type/X/TypeCheck/Splice.pod                  	             21	                  16	              14	                         14	              115	                107	            104	                       104	                               562	                                 522	                             502	                                        502	                                      663	                                        619	                                    598	                                               598	
Type/X/Undeclared.pod                        	             19	                  16	              11	                         11	              129	                123	            113	                       113	                               670	                                 641	                             584	                                        584	                                      772	                                        740	                                    678	                                               678	
